row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
132,HANYANG UNIVERSITY,108362,,15.06492423189211733629917975809815098012,Institutions,ResearchFields,ENGINEERING,Engineering,
133,UNIVERSITY OF QUEENSLAND,107293,,24.19778980604420387911592241768155164637,Institutions,ResearchFields,ENGINEERING,Engineering,
134,POLYTECHNIC UNIVERSITY OF TURIN,106788,,15.42287694974003466204506065857885615251,Institutions,ResearchFields,ENGINEERING,Engineering,
135,COMSATS UNIVERSITY ISLAMABAD (CUI),106682,,21.05427274521413064929938819814485889086,Institutions,ResearchFields,ENGINEERING,Engineering,
136,AMIRKABIR UNIVERSITY OF TECHNOLOGY,105834,,15.55696016463325003674849331177421725709,Institutions,ResearchFields,ENGINEERING,Engineering,
137,UNIVERSITY OF OXFORD,104952,,24.63083783149495423609481342407885472894,Institutions,ResearchFields,ENGINEERING,Engineering,
138,TECHNICAL UNIVERSITY OF MUNICH,104215,,16.03061067528072604214736194431625903707,Institutions,ResearchFields,ENGINEERING,Engineering,
139,PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK,103789,,19.26299183370452858203414996288047512992,Institutions,ResearchFields,ENGINEERING,Engineering,
140,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA,102069,,19.09973802395209580838323353293413173653,Institutions,ResearchFields,ENGINEERING,Engineering,
141,RWTH AACHEN UNIVERSITY,102030,,17.84677278292810914815462655238761588246,Institutions,ResearchFields,ENGINEERING,Engineering,
142,ZHEJIANG UNIVERSITY OF TECHNOLOGY,100185,,16.705852926463231615807903951975987994,Institutions,ResearchFields,ENGINEERING,Engineering,
143,EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY,100066,,19.00588793922127255460588793922127255461,Institutions,ResearchFields,ENGINEERING,Engineering,
144,UNIVERSITY OF NAPLES FEDERICO II,99523,,18.0458748866727107887579329102447869447,Institutions,ResearchFields,ENGINEERING,Engineering,
145,SHARIF UNIVERSITY OF TECHNOLOGY,98653,,16.51925653047555257870060281312793034159,Institutions,ResearchFields,ENGINEERING,Engineering,
146,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,98424,,18.00329248216572160234132065117980610938,Institutions,ResearchFields,ENGINEERING,Engineering,
147,AALTO UNIVERSITY,98361,,19.5083300277667592225307417691392304641,Institutions,ResearchFields,ENGINEERING,Engineering,
148,UNIVERSITY OF MARYLAND COLLEGE PARK,98357,,24.36992071357779980178394449950445986125,Institutions,ResearchFields,ENGINEERING,Engineering,
149,INDIAN INSTITUTE OF TECHNOLOGY (IIT) - DELHI,97353,,16.56790333560245064669843430905377808033,Institutions,ResearchFields,ENGINEERING,Engineering,
150,CHINESE UNIVERSITY OF HONG KONG,96852,,25.05225038799793067770305225038799793068,Institutions,ResearchFields,ENGINEERING,Engineering,
151,EINDHOVEN UNIVERSITY OF TECHNOLOGY,96570,,19.36823104693140794223826714801444043321,Institutions,ResearchFields,ENGINEERING,Engineering,
152,UNIVERSITI KEBANGSAAN MALAYSIA,96435,,25.00907676348547717842323651452282157676,Institutions,ResearchFields,ENGINEERING,Engineering,
153,STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM,96415,,19.61248982912937347436940602115541090317,Institutions,ResearchFields,ENGINEERING,Engineering,
154,KARLSRUHE INSTITUTE OF TECHNOLOGY,95864,,16.00667891133745199532476206378360327267,Institutions,ResearchFields,ENGINEERING,Engineering,
155,FUDAN UNIVERSITY,95853,,15.10209547817866708681266740192216795336,Institutions,ResearchFields,ENGINEERING,Engineering,
156,UNIVERSITY OF WISCONSIN SYSTEM,94497,,19.71562695597746713957855205508032547465,Institutions,ResearchFields,ENGINEERING,Engineering,
157,UNIVERSITY OF TOKYO,94478,,14.35399574597386812518991188088726830751,Institutions,ResearchFields,ENGINEERING,Engineering,
158,RUSSIAN ACADEMY OF SCIENCES,93065,,7.85159875137096093815911583565342107483,Institutions,ResearchFields,ENGINEERING,Engineering,
159,TON DUC THANG UNIVERSITY,92775,,32.93397231096911608093716719914802981896,Institutions,ResearchFields,ENGINEERING,Engineering,
160,CHALMERS UNIVERSITY OF TECHNOLOGY,92760,,20.24443474465298996071584460934089917067,Institutions,ResearchFields,ENGINEERING,Engineering,
161,UNIVERSITY OF CALIFORNIA SAN DIEGO,91297,,23.12487335359675785207700101317122593718,Institutions,ResearchFields,ENGINEERING,Engineering,
162,FUZHOU UNIVERSITY,91145,,14.58553368538966234597535605696911505841,Institutions,ResearchFields,ENGINEERING,Engineering,
163,ARIZONA STATE UNIVERSITY,91081,,22.64006959980114342530449913000248570718,Institutions,ResearchFields,ENGINEERING,Engineering,
164,NANKAI UNIVERSITY,91022,,21.74958183990442054958183990442054958184,Institutions,ResearchFields,ENGINEERING,Engineering,
165,CHANG'AN UNIVERSITY,89743,,13.37650916679087792517513787449694440304,Institutions,ResearchFields,ENGINEERING,Engineering,
166,UNIVERSIDADE DO PORTO,89733,,19.3933434190620272314674735249621785174,Institutions,ResearchFields,ENGINEERING,Engineering,
167,NANJING TECH UNIVERSITY,89368,,16.45516479469710918799484441171055054318,Institutions,ResearchFields,ENGINEERING,Engineering,
168,HARVARD UNIVERSITY,88758,,31.88146551724137931034482758620689655172,Institutions,ResearchFields,ENGINEERING,Engineering,
169,UNIVERSITAT POLITECNICA DE CATALUNYA,88220,,14.70088318613564405932344609231794700883,Institutions,ResearchFields,ENGINEERING,Engineering,
170,NATIONAL RENEWABLE ENERGY LABORATORY - USA,87706,,35.40815502624142107387969317723052079128,Institutions,ResearchFields,ENGINEERING,Engineering,
171,SAPIENZA UNIVERSITY ROME,87045,,16.12840466926070038910505836575875486381,Institutions,ResearchFields,ENGINEERING,Engineering,
172,KHALIFA UNIVERSITY OF SCIENCE & TECHNOLOGY,86866,,20.39586757454801596618924630194881427565,Institutions,ResearchFields,ENGINEERING,Engineering,
173,UNIVERSITY OF SHANGHAI FOR SCIENCE & TECHNOLOGY,86823,,14.46808865189135144142642892851191468089,Institutions,ResearchFields,ENGINEERING,Engineering,
174,UNIVERSITE DE MONTREAL,85946,,21.00342130987292277614858260019550342131,Institutions,ResearchFields,ENGINEERING,Engineering,
175,UNIVERSITY OF TENNESSEE SYSTEM,85752,,23.07021791767554479418886198547215496368,Institutions,ResearchFields,ENGINEERING,Engineering,
176,GUANGXI UNIVERSITY,85444,,15.40086517664023071377072819033886085076,Institutions,ResearchFields,ENGINEERING,Engineering,
177,UNIVERSITY OF TABRIZ,85047,,22.05575726141078838174273858921161825726,Institutions,ResearchFields,ENGINEERING,Engineering,
178,GUANGZHOU UNIVERSITY,84939,,17.5276516714816343375980189847296739579,Institutions,ResearchFields,ENGINEERING,Engineering,
179,UNIVERSITY OF SHEFFIELD,84529,,18.90606128382912100201297248937597852829,Institutions,ResearchFields,ENGINEERING,Engineering,
180,BEIJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS,84333,,12.96035039188566159520516366989396035039,Institutions,ResearchFields,ENGINEERING,Engineering,
